[INFO  ] | xiaohei server start 丰...
[INFO|2018-06-23 14:56:30,481] _CreateLvm: tid=0x700008d10000; file=main =>[cpp/lvm.cpp:230{int LvmMgr::_CreateLvm(const std::string &)}]
[INFO|2018-06-23 14:56:44,347] onConnection:1; ws=0x100c00360 =>[cpp/net.cpp:85{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 14:56:44,348] _PostMsg msg:1;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 14:56:47,518] onMessage:0x100c00360 =>[cpp/net.cpp:89{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 14:56:47,518] onMessage:1; ws=0x100c00360;len=4; msg=ffds =>[cpp/net.cpp:99{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 14:56:47,518] _PostMsg msg:1;cmd=130;msg=ffds;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 14:56:47,518] luaInterface:0x700008d10000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 14:56:54,686] onMessage:0x100c00360 =>[cpp/net.cpp:89{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 14:56:54,686] onMessage:1; ws=0x100c00360;len=4; msg=quit =>[cpp/net.cpp:99{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 14:56:54,686] _PostMsg msg:1;cmd=130;msg=quit;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 14:56:54,686] luaInterface:0x700008d10000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 14:56:54,686] CloseClient:1 =>[cpp/net.cpp:62{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:01:00,541] xiaohei server start 丰... =>[cpp/main.cpp:34{int main(int, char **)}]
[INFO|2018-06-23 15:01:00,556] App::Run() start. =>[cpp/app.cpp:23{bool App::Run()}]
[INFO|2018-06-23 15:01:00,556] _CreateLvm: tid=0x70000a240000; file=main =>[cpp/lvm.cpp:230{int LvmMgr::_CreateLvm(const std::string &)}]
[INFO|2018-06-23 15:01:17,754] onConnection:1; ws=0x100808b20 =>[cpp/net.cpp:86{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 15:01:17,754] _PostMsg msg:1;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:01:21,540] onMessage:0x100808b20 =>[cpp/net.cpp:90{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:01:21,540] onMessage:1; ws=0x100808b20;len=4; msg=fdsa =>[cpp/net.cpp:100{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:01:21,540] _PostMsg msg:1;cmd=130;msg=fdsa;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:01:21,540] luaInterface:0x70000a240000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:01:27,479] onMessage:0x100808b20 =>[cpp/net.cpp:90{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:01:27,479] onMessage:1; ws=0x100808b20;len=4; msg=quit =>[cpp/net.cpp:100{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:01:27,479] _PostMsg msg:1;cmd=130;msg=quit;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:01:27,479] luaInterface:0x70000a240000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:01:27,479] CloseClient:1 =>[cpp/net.cpp:62{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:01:33,621] onMessage:0x100808b20 =>[cpp/net.cpp:90{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:22:37,335] xiaohei server start 丰... =>[cpp/main.cpp:34{int main(int, char **)}]
[INFO|2018-06-23 15:22:37,355] App::Run() start. =>[cpp/app.cpp:23{bool App::Run()}]
[INFO|2018-06-23 15:22:37,356] _CreateLvm: tid=0x70000b250000; file=main =>[cpp/lvm.cpp:230{int LvmMgr::_CreateLvm(const std::string &)}]
[INFO|2018-06-23 15:23:43,559] onConnection:1; ws=0x100902cb0 =>[cpp/net.cpp:86{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 15:23:43,579] _PostMsg msg:1;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:23:58,270] onMessage:0x100902cb0 =>[cpp/net.cpp:90{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:23:58,270] onMessage:1; ws=0x100902cb0;len=6; msg=枯萎 =>[cpp/net.cpp:100{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:23:58,270] _PostMsg msg:1;cmd=130;msg=枯萎;len=6 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:23:58,271] luaInterface:0x70000b250000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:24:06,667] onMessage:0x100902cb0 =>[cpp/net.cpp:90{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:24:06,690] onMessage:1; ws=0x100902cb0;len=4; msg=quit =>[cpp/net.cpp:100{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:24:06,690] _PostMsg msg:1;cmd=130;msg=quit;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:24:06,690] luaInterface:0x70000b250000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:24:06,690] CloseClient:1 =>[cpp/net.cpp:62{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:24:34,725] onMessage:0x100902cb0 =>[cpp/net.cpp:90{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:39:58,062] xiaohei server start 丰... =>[cpp/main.cpp:34{int main(int, char **)}]
[INFO|2018-06-23 15:39:58,071] App::Run() start. =>[cpp/app.cpp:23{bool App::Run()}]
[INFO|2018-06-23 15:39:58,071] _CreateLvm: tid=0x700001163000; file=main =>[cpp/lvm.cpp:230{int LvmMgr::_CreateLvm(const std::string &)}]
[INFO|2018-06-23 15:40:12,750] onConnection:1; ws=0x100b05e70 =>[cpp/net.cpp:89{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 15:40:12,751] _PostMsg msg:1;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:40:16,398] onMessage:0x100b05e70 =>[cpp/net.cpp:93{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:40:16,471] onMessage:1; ws=0x100b05e70;len=3; msg=fds =>[cpp/net.cpp:103{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:40:16,471] _PostMsg msg:1;cmd=130;msg=fds;len=3 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:40:16,471] luaInterface:0x700001163000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:40:20,391] onMessage:0x100b05e70 =>[cpp/net.cpp:93{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:40:20,391] onMessage:1; ws=0x100b05e70;len=3; msg=fds =>[cpp/net.cpp:103{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:40:20,391] _PostMsg msg:1;cmd=130;msg=fds;len=3 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:40:20,392] luaInterface:0x700001163000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:40:36,160] onMessage:0x100b05e70 =>[cpp/net.cpp:93{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:40:36,172] onMessage:1; ws=0x100b05e70;len=4; msg=quit =>[cpp/net.cpp:103{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:40:36,172] _PostMsg msg:1;cmd=130;msg=quit;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:40:36,172] luaInterface:0x700001163000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:40:36,172] CloseClient:1 =>[cpp/net.cpp:62{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:52:12,959] xiaohei server start 丰... =>[cpp/main.cpp:34{int main(int, char **)}]
[INFO|2018-06-23 15:52:12,976] App::Run() start. =>[cpp/app.cpp:23{bool App::Run()}]
[INFO|2018-06-23 15:52:12,976] _CreateLvm: tid=0x70000966a000; file=main =>[cpp/lvm.cpp:230{int LvmMgr::_CreateLvm(const std::string &)}]
[INFO|2018-06-23 15:52:41,481] onConnection:1; ws=0x10090a8e0 =>[cpp/net.cpp:90{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 15:52:41,481] _PostMsg msg:1;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:52:44,550] onMessage:0x10090a8e0 =>[cpp/net.cpp:94{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:52:44,550] onMessage:1; ws=0x10090a8e0;len=3; msg=dsa =>[cpp/net.cpp:104{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:52:44,550] _PostMsg msg:1;cmd=130;msg=dsa;len=3 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:52:44,550] luaInterface:0x70000966a000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:52:52,947] onMessage:0x10090a8e0 =>[cpp/net.cpp:94{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:52:52,947] onMessage:1; ws=0x10090a8e0;len=4; msg=quit =>[cpp/net.cpp:104{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:52:52,948] _PostMsg msg:1;cmd=130;msg=quit;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:52:52,948] luaInterface:0x70000966a000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:52:52,948] CloseClient:1 =>[cpp/net.cpp:62{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:52:52,948] CloseClient mid:1 =>[cpp/net.cpp:67{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:55:16,929] xiaohei server start 丰... =>[cpp/main.cpp:34{int main(int, char **)}]
[INFO|2018-06-23 15:55:16,945] App::Run() start. =>[cpp/app.cpp:23{bool App::Run()}]
[INFO|2018-06-23 15:55:16,945] _CreateLvm: tid=0x7000073d4000; file=main =>[cpp/lvm.cpp:230{int LvmMgr::_CreateLvm(const std::string &)}]
[INFO|2018-06-23 15:55:24,296] onConnection:1; ws=0x10080cf20 =>[cpp/net.cpp:91{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 15:55:24,296] _PostMsg msg:1;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:55:25,735] onMessage:0x10080cf20 =>[cpp/net.cpp:95{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:55:25,735] onMessage:1; ws=0x10080cf20;len=3; msg=dsa =>[cpp/net.cpp:105{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:55:25,735] _PostMsg msg:1;cmd=130;msg=dsa;len=3 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:55:25,735] luaInterface:0x7000073d4000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:55:31,183] onMessage:0x10080cf20 =>[cpp/net.cpp:95{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:55:31,183] onMessage:1; ws=0x10080cf20;len=4; msg=quit =>[cpp/net.cpp:105{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:55:31,183] _PostMsg msg:1;cmd=130;msg=quit;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:55:31,183] luaInterface:0x7000073d4000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:55:31,183] CloseClient:1 =>[cpp/net.cpp:62{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:55:31,183] CloseClient mid:1 =>[cpp/net.cpp:67{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:55:31,183] onDisconnection beg:0; ws=0x10080cf20 =>[cpp/net.cpp:111{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, int, char *, size_t) const}]
[INFO|2018-06-23 15:58:04,007] xiaohei server start 丰... =>[cpp/main.cpp:34{int main(int, char **)}]
[INFO|2018-06-23 15:58:04,025] App::Run() start. =>[cpp/app.cpp:23{bool App::Run()}]
[INFO|2018-06-23 15:58:04,025] _CreateLvm: tid=0x700001c3b000; file=main =>[cpp/lvm.cpp:230{int LvmMgr::_CreateLvm(const std::string &)}]
[INFO|2018-06-23 15:58:07,199] onConnection:1; ws=0x10080ad00 =>[cpp/net.cpp:91{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 15:58:07,199] _PostMsg msg:1;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:58:10,076] onMessage:0x10080ad00 =>[cpp/net.cpp:95{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:58:10,076] onMessage:1; ws=0x10080ad00;len=4; msg=fdsa =>[cpp/net.cpp:105{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:58:10,076] _PostMsg msg:1;cmd=130;msg=fdsa;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:58:10,076] luaInterface:0x700001c3b000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:58:12,803] onDisconnection beg:0; ws=0x10080ad00 =>[cpp/net.cpp:111{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, int, char *, size_t) const}]
[INFO|2018-06-23 15:58:12,803] onDisconnection:1; ws=0x10080ad00 =>[cpp/net.cpp:124{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, int, char *, size_t) const}]
[INFO|2018-06-23 15:58:12,803] _PostMsg msg:1;cmd=141;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:58:20,728] onConnection:2; ws=0x10080ac80 =>[cpp/net.cpp:91{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 15:58:20,728] _PostMsg msg:2;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:58:23,630] onMessage:0x10080ac80 =>[cpp/net.cpp:95{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:58:23,630] onMessage:2; ws=0x10080ac80;len=4; msg=fdsa =>[cpp/net.cpp:105{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:58:23,630] _PostMsg msg:2;cmd=130;msg=fdsa;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:58:23,630] luaInterface:0x700001c3b000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:58:27,894] onMessage:0x10080ac80 =>[cpp/net.cpp:95{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:58:27,894] onMessage:2; ws=0x10080ac80;len=4; msg=quit =>[cpp/net.cpp:105{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 15:58:27,894] _PostMsg msg:2;cmd=130;msg=quit;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 15:58:27,894] luaInterface:0x700001c3b000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 15:58:27,894] CloseClient:2 =>[cpp/net.cpp:62{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:58:27,894] CloseClient mid:2 =>[cpp/net.cpp:67{void NET::CloseClient(int)}]
[INFO|2018-06-23 15:58:27,894] onDisconnection beg:1006; ws=0x10080ac80 =>[cpp/net.cpp:111{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, int, char *, size_t) const}]
[INFO|2018-06-23 16:06:42,850] xiaohei server start 丰... =>[cpp/main.cpp:34{int main(int, char **)}]
[INFO|2018-06-23 16:06:42,868] App::Run() start. =>[cpp/app.cpp:23{bool App::Run()}]
[INFO|2018-06-23 16:06:42,869] _CreateLvm: tid=0x700007049000; file=main =>[cpp/lvm.cpp:230{int LvmMgr::_CreateLvm(const std::string &)}]
[INFO|2018-06-23 16:06:46,277] onConnection:1; ws=0x100b0a7d0 =>[cpp/net.cpp:89{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 16:06:46,277] _PostMsg msg:1;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 16:06:48,344] onMessage:1; ws=0x100b0a7d0;len=4; msg=fdsa =>[cpp/net.cpp:102{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 16:06:48,344] _PostMsg msg:1;cmd=130;msg=fdsa;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 16:06:48,344] luaInterface:0x700007049000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 16:06:49,960] onMessage:1; ws=0x100b0a7d0;len=3; msg=cds =>[cpp/net.cpp:102{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 16:06:49,960] _PostMsg msg:1;cmd=130;msg=cds;len=3 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 16:06:49,960] luaInterface:0x700007049000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 16:06:51,496] onMessage:1; ws=0x100b0a7d0;len=2; msg=ds =>[cpp/net.cpp:102{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 16:06:51,496] _PostMsg msg:1;cmd=130;msg=ds;len=2 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 16:06:51,496] luaInterface:0x700007049000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 16:06:55,519] onMessage:1; ws=0x100b0a7d0;len=4; msg=quit =>[cpp/net.cpp:102{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
[INFO|2018-06-23 16:06:55,519] _PostMsg msg:1;cmd=130;msg=quit;len=4 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 16:06:55,519] luaInterface:0x700007049000 =>[cpp/lvm.cpp:13{int luaInterface(lua_State *)}]
[INFO|2018-06-23 16:06:55,519] CloseClient:1 =>[cpp/net.cpp:62{void NET::CloseClient(int)}]
[INFO|2018-06-23 16:06:55,520] onDisconnection beg:1006; ws=0x100b0a7d0 =>[cpp/net.cpp:108{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, int, char *, size_t) const}]
[INFO|2018-06-23 16:06:55,520] onDisconnection:0; ws=0x100b0a7d0 =>[cpp/net.cpp:124{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, int, char *, size_t) const}]
[INFO|2018-06-23 16:06:55,520] CloseClient end:1 =>[cpp/net.cpp:71{void NET::CloseClient(int)}]
[INFO|2018-06-23 16:07:16,280] onConnection:2; ws=0x100b0a4c0 =>[cpp/net.cpp:89{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, uWS::HttpRequest) const}]
[INFO|2018-06-23 16:07:16,280] _PostMsg msg:2;cmd=140;msg=;len=0 =>[cpp/lvm.cpp:327{void LvmMgr::_PostMsg(LVM_MSG *)}]
[INFO|2018-06-23 16:07:18,325] onMessage:2; ws=0x100b0a4c0;len=6; msg=fdsfds =>[cpp/net.cpp:102{auto NET::ws_work()::(anonymous class)::operator()(uWS::WebSocket<uWS::SERVER> *, char *, size_t, uWS::OpCode) const}]
